학교명,학교급구분,설립형태,소재지도로명주소,위도,경도,변경일자
서울평화초등학교,초등학교,공립,서울특별시 송파구 송파대로26길 22,37.49156712,127.1228237,2025-10-25
서울영림초등학교,초등학교,공립,서울특별시 영등포구 시흥대로173길 14,37.48734601,126.9025393,2025-10-25
독산고등학교,고등학교,공립,서울특별시 금천구 문성로 64,37.47621872,126.9109732,2025-10-25
서울중목초등학교,초등학교,공립,서울특별시 중랑구 동일로 665,37.59008735,127.0793361,2025-10-25
선유중학교,중학교,공립,서울특별시 영등포구 선유로 213,37.53328647,126.8943293,2025-10-25
서울상월초등학교,초등학교,공립,서울특별시 노원구 동일로221길 27,37.65865224,127.05698,2025-10-25
서울중화초등학교,초등학교,공립,서울특별시 중랑구 신내로7가길 22,37.60292163,127.094065,2025-10-25
봉은중학교,중학교,공립,서울특별시 강남구 영동대로128길 59,37.51897667,127.0623894,2025-10-25
방산중학교,중학교,공립,서울특별시 송파구 오금로29길 31,37.50937287,127.1218756,2025-10-25
단국대학교부속소프트웨어고등학교,고등학교,사립,서울특별시 강남구 도곡로64길 21,37.49562483,127.0577682,2025-10-25
서울봉화초등학교,초등학교,공립,서울특별시 중랑구 신내로15길 110,37.61357623,127.0924085,2025-10-25
서울신구초등학교,초등학교,공립,서울특별시 강남구 압구정로18길 28,37.52336057,127.0239924,2025-10-25
